date,status,speaker,title,url,last_checked,language,type,description
2020-07-26,Success,Matthew Watkins,"TT Sunday July 26th, 2020 10 AM Service",https://www.youtube.com/watch?v=jZ8qe1Kpl80,2025-12-28,English,Full Sermon,
2020-07-29,Success,Unknown Speaker,"TT Wednesday July 29th, 2020 7 PM Service",https://www.youtube.com/watch?v=auSJgBYZ66M,2025-12-28,English,Full Sermon,
2020-08-05,No Transcript,Unknown Speaker,"TT Wednesday August 5th, 2020 7 PM Service",https://www.youtube.com/watch?v=-NLWXychVZo,2025-12-29,Unknown,Full Sermon,"TT Wednesday August 5th, 2020 7 PM Service"
2020-08-09,Success,Unknown Speaker,"TT Sunday Aug 9th, 2020 10 AM Service",https://www.youtube.com/watch?v=3QHfQoG1ub4,2025-12-28,English,Full Sermon,
2020-08-23,Success,Unknown Speaker,"TT Sunday Aug 23th, 2020 10 AM Service",https://www.youtube.com/watch?v=NALGJ6DfAZY,2025-12-28,English,Full Sermon,
2020-08-26,No Transcript,Unknown Speaker,"TT Wednesday August 26th, 2020 7 PM Service",https://www.youtube.com/watch?v=LdOZn1vqCOs,2025-12-29,Unknown,Full Sermon,"TT Wednesday August 26th, 2020 7 PM Service"
2020-09-06,Success,Unknown Speaker,"TT Sunday Sept 6th, 2020 5 PM Service",https://www.youtube.com/watch?v=31BZL7bR3z4,2025-12-28,English,Full Sermon,
2020-09-09,Success,Unknown Speaker,"TT Wednesday September 9th, 2020 7 PM Service",https://www.youtube.com/watch?v=1fnOCJC8Ftw,2025-12-28,English,Full Sermon,
2020-09-13,No Transcript,Unknown Speaker,"TT Sunday Sept 13th, 2020 5 PM Service",https://www.youtube.com/watch?v=I1H8Wi2fi-w,2025-12-29,Unknown,Full Sermon,"TT Sunday Sept 13th, 2020 5 PM Service"
2020-09-16,Success,Unknown Speaker,"TT Wednesday September 16th, 2020 7 PM Service",https://www.youtube.com/watch?v=VCNhhnQx7fQ,2025-12-28,English,Full Sermon,
2020-09-20,Success,Unknown Speaker,"TT Sunday Sept 20th, 2020 10 AM Service",https://www.youtube.com/watch?v=VyddjWOe4IE,2025-12-28,English,Full Sermon,
2020-09-20,Success,Unknown Speaker,"TT Sunday September 20th, 2020 5 PM Service",https://www.youtube.com/watch?v=z3IOHbmR8R4,2025-12-28,English,Full Sermon,
2020-09-23,Success,Unknown Speaker,"TT Wednesday September 23rd, 2020 7 PM Service",https://www.youtube.com/watch?v=r01X-KABEJg,2025-12-28,English,Full Sermon,
2020-09-27,Success,Unknown Speaker,"TT Sunday Sept 27th, 2020 10 AM Service",https://www.youtube.com/watch?v=CBZlNUg-Kdo,2025-12-28,English,Full Sermon,
2020-09-27,Success,Unknown Speaker,"TT Sunday September 27th, 2020 5 PM Service",https://www.youtube.com/watch?v=4-gGAtf0Odg,2025-12-28,English,Full Sermon,
2020-10-04,Success,Unknown Speaker,"TT Sunday Oct 4th, 2020 10 AM Service",https://www.youtube.com/watch?v=KMgN1FAEBKQ,2025-12-28,English,Full Sermon,
2020-10-07,Success,Unknown Speaker,"TT Wednesday October 7th, 2020 7 PM Service",https://www.youtube.com/watch?v=NoMtrEhwVqo,2025-12-28,English,Full Sermon,
2020-10-11,Success,Unknown Speaker,"TT Sunday Oct 11th, 2020 10 AM Service",https://www.youtube.com/watch?v=oizM3E2QWNk,2025-12-28,English,Full Sermon,
2020-10-11,Success,Unknown Speaker,"TT Sunday October 11th, 2020 5 PM Service",https://www.youtube.com/watch?v=DgGTiCctxvU,2025-12-28,English,Full Sermon,
2020-10-14,Success,Unknown Speaker,"TT Wednesday October 14th, 2020 7 PM Service",https://www.youtube.com/watch?v=lwSWDvuh8NE,2025-12-28,English,Full Sermon,
2020-10-18,No Transcript,Unknown Speaker,"TT Sunday Oct 18th, 2020 10 AM Service",https://www.youtube.com/watch?v=ByEALn4XaqM,2025-12-29,Unknown,Full Sermon,"TT Sunday Oct 18th, 2020 10 AM Service"
2020-10-25,Success,Unknown Speaker,"TT Sunday October 25th, 2020 5 PM Service",https://www.youtube.com/watch?v=TWOSeARdkyA,2025-12-28,English,Full Sermon,
2020-10-28,Success,Unknown Speaker,"TT Wednesday October 28th, 2020 7 PM Service test stream after",https://www.youtube.com/watch?v=RWI1C3R7Kro,2025-12-28,English,Full Sermon,
2020-11-01,No Transcript,Unknown Speaker,"TT Sunday November 1st, 2020 5 PM Service",https://www.youtube.com/watch?v=NqDAw26sQUA,2025-12-29,Unknown,Full Sermon,"TT Sunday November 1st, 2020 5 PM Service"
2020-11-04,Success,Unknown Speaker,"TT Wednesday November 4th, 2020 7 PM Service",https://www.youtube.com/watch?v=6SpeMGh3bdo,2025-12-28,English,Full Sermon,
2020-11-11,Success,Unknown Speaker,"TT Wednesday November 11th, 2020 7 PM Service",https://www.youtube.com/watch?v=8Aw1I4eVzUI,2025-12-28,English,Full Sermon,
2020-11-15,Success,Unknown Speaker,"TT Sunday November 15th, 2020 5 PM Service",https://www.youtube.com/watch?v=tm89b8WogtE,2025-12-28,English,Full Sermon,
2020-11-18,Success,Unknown Speaker,"TT Wednesday November 18th, 2020 7 PM Service",https://www.youtube.com/watch?v=86L-mqZp7qk,2025-12-28,English,Full Sermon,
2020-11-22,Success,Unknown Speaker,"TT Sunday November22nd, 2020 10 AM Service Reminder Pro22:6 @9:20 am",https://www.youtube.com/watch?v=Qr-6DQ1rgUM,2025-12-28,English,Full Sermon,
2020-11-29,Success,Unknown Speaker,"TT Sunday November 29th, 2020 5 PM Service",https://www.youtube.com/watch?v=XKH-AguMAqo,2025-12-28,English,Full Sermon,
2020-12-02,No Transcript,Unknown Speaker,"TT Wednesday December 2nd, 2020 7 PM Service",https://www.youtube.com/watch?v=RAWOfHYRsd0,2025-12-29,Unknown,Full Sermon,"TT Wednesday December 2nd, 2020 7 PM Service"
2020-12-06,No Transcript,Unknown Speaker,"TT Sunday December 6th, 2020 5 PM Service",https://www.youtube.com/watch?v=SrgdSTKkUMM,2025-12-29,Unknown,Full Sermon,"TT Sunday December 6th, 2020 5 PM Service"
2020-12-09,No Transcript,Unknown Speaker,"TT Wednesday December 9th, 2020 7 PM Service",https://www.youtube.com/watch?v=vVpLC08GOFc,2025-12-29,Unknown,Full Sermon,"TT Wednesday December 9th, 2020 7 PM Service"
2020-12-12,Success,Unknown Speaker,"TT Saturday December 12th, 2020 12:30 PM Service - Frank Lopez Memorial Service",https://www.youtube.com/watch?v=ssCnJFloGpU,2025-12-28,English,Memorial Service,
2020-12-13,Success,Unknown Speaker,"TT Sunday December 13th, 2020 10 AM Service Reminder Pro22:6 @9:20 am",https://www.youtube.com/watch?v=h738v5ff52k,2025-12-28,English,Full Sermon,
2021-01-10,No Transcript,Unknown Speaker,"TT Sunday January 10th, 2021 5 PM Service",https://www.youtube.com/watch?v=-Jcm-8_r1Tk,2025-12-29,Unknown,Full Sermon,"TT Sunday January 10th, 2021 5 PM Service"
2021-01-13,Success,Unknown Speaker,"TT Wednesday January 13th, 2021 7 PM Service",https://www.youtube.com/watch?v=EfvzJwzpFnE,2025-12-28,English,Full Sermon,
2021-01-17,No Transcript,Unknown Speaker,"TT Sunday January 17th, 2021 10 AM Service Reminder Pro22:6 @9:20 am",https://www.youtube.com/watch?v=YMdeh5QuzVs,2025-12-29,Unknown,Full Sermon,"TT Sunday January 17th, 2021 10 AM Service"
2021-01-20,Success,Unknown Speaker,"TT Wednesday January 20th, 2021 7 PM Service",https://www.youtube.com/watch?v=PWoVfVLw1lc,2025-12-28,English,Full Sermon,
2021-01-24,Success,Unknown Speaker,"TT Sunday January 24th, 2021 5 PM Service",https://www.youtube.com/watch?v=jV6BGI_MOms,2025-12-28,English,Full Sermon,
2021-01-27,Success,Unknown Speaker,"TT Wednesday January 27th, 2021 7 PM Service",https://www.youtube.com/watch?v=KSsJIUTYJFU,2025-12-28,English,Full Sermon,
2021-02-10,Success,Unknown Speaker,"TT Wednesday February 10th, 2021 7 PM Service",https://www.youtube.com/watch?v=zgFsBA03VYw,2025-12-28,English,Full Sermon,
2021-02-14,Success,Unknown Speaker,"TT Sunday Feburary 14,th, 2021 10 AM Service Reminder Pro22:6 @9:20 am",https://www.youtube.com/watch?v=DRI8cR2yraY,2025-12-28,English,Full Sermon,
2021-02-24,Success,Unknown Speaker,"TT Wednesday February 24th, 2021 7 PM Service",https://www.youtube.com/watch?v=D98W3EhohYs,2025-12-28,English,Full Sermon,
2021-02-28,Success,Unknown Speaker,"TT Sunday February 28th, 2021 10 AM Service",https://www.youtube.com/watch?v=qSyuKrclCUo,2025-12-28,English,Full Sermon,
2021-03-03,Success,Unknown Speaker,"TT Wednesday March 3rd, 2021 7 PM Service",https://www.youtube.com/watch?v=VPZhSDFmU5Q,2025-12-28,English,Full Sermon,
2021-03-07,No Transcript,Unknown Speaker,"TT Sunday March 7th, 2021 10 AM Service",https://www.youtube.com/watch?v=Pyc0a1BmU6k,2025-12-29,Unknown,Full Sermon,"TT Sunday March 7th, 2021 10 AM Service"
2021-03-14,Success,Unknown Speaker,"TT Sunday March 14th, 2021 10 AM Service",https://www.youtube.com/watch?v=sWZqTrdY-Ck,2025-12-28,English,Full Sermon,
2021-03-17,No Transcript,Unknown Speaker,"TT Wednsday March 17th, 2021 7 PM Service",https://www.youtube.com/watch?v=IEqAw_PRBHc,2025-12-29,Unknown,Full Sermon,"TT Wednesday March 17th, 2021 7 PM Service"
2021-03-21,No Transcript,Unknown Speaker,"TT Sunday March 21st, 2021 10 AM Service",https://www.youtube.com/watch?v=Pa4lsqrIfO0,2025-12-29,Unknown,Full Sermon,"TT Sunday March 21st, 2021 10 AM Service"
2021-03-28,No Transcript,Unknown Speaker,"TT Sunday March 28th, 2021 5 PM Service",https://www.youtube.com/watch?v=cNJqAimxjUs,2025-12-29,Unknown,Full Sermon,"TT Sunday March 28th, 2021 5 PM Service"
2021-04-04,No Transcript,Unknown Speaker,"TT Sunday April 4th, 2021 10 AM Service",https://www.youtube.com/watch?v=09jgTiBkxZs,2025-12-29,Unknown,Full Sermon,"TT Sunday April 4th, 2021 10 AM Service"
2021-04-10,Success,Julio Figueroa,"TT Saturday April 10th, 2021 12 PM Memorial Service Brother Julio Figueroa",https://www.youtube.com/watch?v=H0V4TU96xMU,2025-12-28,English,Memorial Service,
2021-04-11,Success,Unknown Speaker,"TT Sunday April 11th, 2021 10 AM Service",https://www.youtube.com/watch?v=OEZC6R0L-eo,2025-12-28,English,Full Sermon,
2021-04-18,Success,Unknown Speaker,"TT Sunday April 18th, 2021 5 PM Service",https://www.youtube.com/watch?v=lx1po6q0uNk,2025-12-28,English,Full Sermon,
2021-04-25,Success,Unknown Speaker,"TT Sunday April 25th, 2021 10 AM Service",https://www.youtube.com/watch?v=3qP5fNvEis0,2025-12-28,English,Full Sermon,
2021-04-28,No Transcript,Unknown Speaker,"TT Wednesday April 28st, 2021 7 PM Service",https://www.youtube.com/watch?v=w9zyXUaVXGs,2025-12-29,Unknown,Full Sermon,"TT Wednesday April 28st, 2021 7 PM Service"
2021-05-02,Success,Unknown Speaker,"TT Sunday May 2nd, 2021 10 AM Service",https://www.youtube.com/watch?v=HKui7uBDtsA,2025-12-28,English,Full Sermon,
2021-05-05,No Transcript,Unknown Speaker,"TT Wednesday May 5th, 2021 7 PM Service",https://www.youtube.com/watch?v=lunZjshv8Ew,2025-12-29,Unknown,Full Sermon,"TT Wednesday May 5th, 2021 7 PM Service"
2021-05-09,Success,Unknown Speaker,"TT Sunday May 9th, 2021 5 PM Service",https://www.youtube.com/watch?v=-b1tvQYDsNY,2025-12-28,English,Full Sermon,
2021-05-16,No Transcript,Unknown Speaker,"TT Sunday May 16th, 2021 10 AM Service",https://www.youtube.com/watch?v=cYRea-NYpu0,2025-12-29,Unknown,Full Sermon,"TT Sunday May 16th, 2021 10 AM Service"
2021-05-19,Success,Unknown Speaker,"TT Wednesday May 19th, 2021 7 PM Service",https://www.youtube.com/watch?v=daGj0AotHp4,2025-12-28,English,Full Sermon,
2021-05-23,No Transcript,Unknown Speaker,"TT Sunday May 23rd, 2021 5 PM Service",https://www.youtube.com/watch?v=a1GDx76CUTU,2025-12-29,Unknown,Full Sermon,"TT Sunday May 23rd, 2021 5 PM Service"
2021-05-26,Success,Unknown Speaker,"TT Wednesday May 26th, 2021 7 PM Service",https://www.youtube.com/watch?v=Xp1V1XcJZ9Q,2025-12-28,English,Full Sermon,
2021-06-06,No Transcript,Unknown Speaker,"TT Sunday June 6th, 2021 5 PM Service",https://www.youtube.com/watch?v=9y3HAv6KttM,2025-12-29,Unknown,Full Sermon,"TT Sunday June 6th, 2021 5 PM Service"
2021-06-09,No Transcript,Unknown Speaker,"TT Wednesday June 9th, 2021 7 PM Service",https://www.youtube.com/watch?v=uzvjSt3bDK8,2025-12-29,Unknown,Full Sermon,"TT Wednesday June 9th, 2021 7 PM Service"
2021-06-13,Success,Unknown Speaker,"TT Sunday June 13th, 2021 5 PM Service",https://www.youtube.com/watch?v=q497OzZs-bg,2025-12-28,English,Full Sermon,
2021-06-16,No Transcript,Unknown Speaker,"TT Wednesday June 16th, 2021 7 PM Service",https://www.youtube.com/watch?v=Fln2U6Q5p-o,2025-12-29,Unknown,Full Sermon,"TT Wednesday June 16th, 2021 7 PM Service"
2021-06-20,Success,Unknown Speaker,"TT Wednesday June 20th, 2021 7 PM Service",https://www.youtube.com/watch?v=kFjtnCYepfY,2025-12-28,English,Full Sermon,
2021-06-23,No Transcript,Unknown Speaker,"TT Wednesday June 23th, 2021 7 PM Service",https://www.youtube.com/watch?v=zNMOG-7vP0k,2025-12-29,Unknown,Full Sermon,"TT Wednesday June 23th, 2021 7 PM Service"
2021-07-04,Success,Unknown Speaker,"TT Sunday July 4th, 2021 10 AM Service",https://www.youtube.com/watch?v=t16R3dwEIcU,2025-12-28,English,Full Sermon,
2021-07-11,Success,Unknown Speaker,"TT Sunday July 11th, 2021 10 AM Service",https://www.youtube.com/watch?v=zMzy31WoTzw,2025-12-28,English,Full Sermon,
2021-07-14,No Transcript,Unknown Speaker,"TT Wednesday July 14th, 2021 7 PM Service",https://www.youtube.com/watch?v=Sc-Z_3fXSFo,2025-12-29,Unknown,Full Sermon,"TT Wednesday July 14th, 2021 7 PM Service"
2021-07-18,No Transcript,Unknown Speaker,"TT Sunday July 18th, 2021 5 PM Service",https://www.youtube.com/watch?v=sOO0kkGiqCg,2025-12-29,Unknown,Full Sermon,"TT Sunday July 18th, 2021 5 PM Service"
2021-07-21,Success,Unknown Speaker,"TT Wednesday July 21st, 2021 7 PM Service",https://www.youtube.com/watch?v=r0g1poZoqHk,2025-12-28,English,Full Sermon,
2021-07-25,No Transcript,Unknown Speaker,"TT Sunday July 25th, 2021 10 AM Service",https://www.youtube.com/watch?v=FExmw6IosAA,2025-12-29,Unknown,Full Sermon,"TT Sunday July 25th, 2021 10 AM Service"
2021-08-01,Success,Unknown Speaker,"TT Sunday August 1st, 2021 10 AM Service",https://www.youtube.com/watch?v=SckrUGU6vdg,2025-12-28,English,Full Sermon,
2021-08-08,Success,Unknown Speaker,"TT Sunday August 8th, 2021 10 AM Service",https://www.youtube.com/watch?v=R7u5bvxJ1wU,2025-12-28,English,Full Sermon,
2021-08-11,Success,Unknown Speaker,"TT Wednesday August 11th, 2021 7 PM Service",https://www.youtube.com/watch?v=4DMH9Klzeg4,2025-12-28,English,Full Sermon,
2021-08-15,Success,Unknown Speaker,"TT Sunday August 15th, 2021 10 AM Service",https://www.youtube.com/watch?v=Gdx99eSX3gE,2025-12-28,English,Full Sermon,
2021-08-18,Success,Unknown Speaker,"TT Wednesday August 18th, 2021 7 PM Service",https://www.youtube.com/watch?v=-Nf0tvTlBKc,2025-12-28,English,Full Sermon,
2021-08-22,Success,Unknown Speaker,"TT Sunday August 22nd, 2021 5 PM Service",https://www.youtube.com/watch?v=KZRcPjWIbC0,2025-12-28,English,Full Sermon,
2021-08-25,Success,Unknown Speaker,"TT Wednesday August 25th, 2021 7 PM Service",https://www.youtube.com/watch?v=l9Eajc7_2K0,2025-12-28,English,Full Sermon,
2021-08-29,No Transcript,Unknown Speaker,"TT Sunday August 29th, 2021 5 PM Service",https://www.youtube.com/watch?v=gejhG2e94i0,2025-12-29,Unknown,Full Sermon,"TT Sunday August 29th, 2021 5 PM Service"
2021-09-01,Success,Unknown Speaker,"TT Wednesday September 1st, 2021 7 PM Service",https://www.youtube.com/watch?v=rmLw6y9Ruqs,2025-12-28,English,Full Sermon,
2021-09-05,No Transcript,Unknown Speaker,"TT Sunday September 5th, 2021 10 AM Service",https://www.youtube.com/watch?v=EaslxDCHH4c,2025-12-29,Unknown,Full Sermon,"TT Sunday September 5th, 2021 10 AM Service"
2021-09-12,Success,Unknown Speaker,"TT Sunday September 12th, 2021 5 PM Service",https://www.youtube.com/watch?v=xl_PEZf5XrI,2025-12-28,English,Full Sermon,
2021-09-29,Success,Unknown Speaker,"TT Wednesday September 29th, 2021 7 PM Service",https://www.youtube.com/watch?v=GHni67ovNyM,2025-12-28,English,Full Sermon,
2021-10-03,Success,Unknown Speaker,"TT Sunday October 3rd, 2021 5 PM Service",https://www.youtube.com/watch?v=TvnDZBuNnr8,2025-12-28,English,Full Sermon,
2021-10-06,Success,Unknown Speaker,"TT Wednesday October 6th, 2021 7 PM Service",https://www.youtube.com/watch?v=PADlxNlrgrU,2025-12-28,English,Full Sermon,
2021-10-10,Success,Unknown Speaker,"TT Sunday October 10th, 2021 10 AM Service",https://www.youtube.com/watch?v=zTL4R7DqbPU,2025-12-28,English,Full Sermon,
2021-10-17,No Transcript,Unknown Speaker,"TT Sunday October 17th, 2021 5 PM Service",https://www.youtube.com/watch?v=CdL2PLcr59g,2025-12-29,Unknown,Full Sermon,"TT Sunday October 17th, 2021 5 PM Service"
2021-10-20,Success,Unknown Speaker,"TT Wednesday October 20th, 2021 7 PM Service",https://www.youtube.com/watch?v=nmaz6oGNfOU,2025-12-28,English,Full Sermon,
2021-10-24,Success,Unknown Speaker,"TT Sunday October 24th, 2021 5 PM Service",https://www.youtube.com/watch?v=JQpQbCbDD6E,2025-12-28,English,Full Sermon,
2021-10-27,Success,Unknown Speaker,"TT Wednesday October 27th, 2021 7 PM Service",https://www.youtube.com/watch?v=Sosgr5nHqKw,2025-12-28,English,Full Sermon,
2021-10-31,Success,Unknown Speaker,"TT Sunday October 31st, 2021 5 PM Service",https://www.youtube.com/watch?v=IqHWI_xY3gA,2025-12-28,English,Full Sermon,
2021-11-03,Success,Unknown Speaker,"TT Wednesday November 3rd, 2021 7 PM Service",https://www.youtube.com/watch?v=ZFfjlBMXp2g,2025-12-28,English,Full Sermon,
2021-11-07,Success,Unknown Speaker,"TT Sunday November 7th, 2021 10 AM Service",https://www.youtube.com/watch?v=VNI9PUWSXr4,2025-12-28,English,Full Sermon,
2021-11-10,Success,William M. Branham,"TT Wednesday November 10th, 2021 7 PM Service",https://www.youtube.com/watch?v=KR3LerYBC84,2025-12-28,English,Full Sermon,
2021-11-14,No Transcript,Unknown Speaker,"TT Sunday November 14th, 2021 10 AM Service",https://www.youtube.com/watch?v=rx9Sjtmt1Xc,2025-12-29,Unknown,Full Sermon,"TT Sunday November 14th, 2021 10 AM Service"
2021-11-17,Success,Unknown Speaker,"TT Wednesday November 17th, 2021 7 PM Service",https://www.youtube.com/watch?v=vM-pCupas8I,2025-12-28,English,Full Sermon,
2021-11-21,Success,Joe Adams,"TT Sunday November 21st, 2021 5 PM Service",https://www.youtube.com/watch?v=4YxZBvHvxEw,2025-12-28,English,Full Sermon,
2021-12-05,Success,Dale Smith,"TT Sunday December 5th, 2021 5 PM Service",https://www.youtube.com/watch?v=sWjlozxPkNc,2025-12-28,English,Full Sermon,
2021-12-12,No Transcript,Tim Cross,"TT Sunday December 12th, 2021 5 PM Service",https://www.youtube.com/watch?v=xdqQsvCe-T4,2025-12-29,Unknown,Full Sermon,"TT Sunday December 12th, 2021 5 PM Service"
2021-12-15,Success,Lyle Johnson,"TT Wednesday December 15th, 2021 7 PM Service",https://www.youtube.com/watch?v=_QmCaEN9Ly8,2025-12-28,English,Full Sermon,
2021-12-19,Success,Peter McFadden,"TT Sunday December 19th, 2021 5 PM Service",https://www.youtube.com/watch?v=_TMmcf9fFGw,2025-12-28,English,Full Sermon,
2021-12-26,Success,Aaron Guerra,"TT Sunday December 26th, 2021 10 AM Service",https://www.youtube.com/watch?v=xuoI7xM_h6c,2025-12-28,English,Full Sermon,
2021-12-29,Success,Daniel Evans,"TT Wednesday December 29th, 2021 7 PM Service",https://www.youtube.com/watch?v=Lbx2JFAv5JQ,2025-12-28,English,Full Sermon,
2022-01-05,Success,Lyle Johnson,"TT Wednesday January 5th, 2022 7 PM Service",https://www.youtube.com/watch?v=m__TBgguq-w,2025-12-28,English,Full Sermon,
2022-01-09,Success,Unknown Speaker,"TT Sunday January 9th, 2022 5 PM Service",https://www.youtube.com/watch?v=KegpEqLztSs,2025-12-28,English,Full Sermon,
2022-01-09,Success,Unknown Speaker,M.B YOUTH CHOIR WORSHIP NIGHT 01082022,https://www.youtube.com/watch?v=kwwqke-mdBk,2025-12-28,Unknown,Full Sermon,
2022-01-13,Success,Unknown Speaker,Harmony in the Desert 2022 - Wednesday Evening,https://www.youtube.com/watch?v=ii9BLjcuBpM,2025-12-28,English,Full Sermon,
2022-01-14,No Transcript,Unknown Speaker,Harmony in the Desert 2022 - Thursday Evening,https://www.youtube.com/watch?v=Ahruyx7wy8k,2025-12-29,Unknown,Full Sermon,
2022-01-15,No Transcript,Unknown Speaker,Harmony in the Desert 2022 - Friday Evening,https://www.youtube.com/watch?v=MaBeqF8Ak1g,2025-12-29,Unknown,Full Sermon,
2022-01-16,No Transcript,Tim Cross,"TT Sunday January 16th, 2022 10 AM Service",https://www.youtube.com/watch?v=nS4-VAexeuw,2025-12-29,Unknown,Full Sermon,"TT Sunday January 16th, 2022 10 AM Service"
2022-01-16,Success,Unknown Speaker,Harmony in the Desert 2022 - Saturday Evening,https://www.youtube.com/watch?v=zl5iLQ5ZdcE,2025-12-28,English,Full Sermon,
2022-01-23,Success,Steve Shelley,"TT Sunday January 23rd, 2022 5 PM Service",https://www.youtube.com/watch?v=EAFYI9tKGZQ,2025-12-28,English,Full Sermon,
2022-01-23,Success,Steve Shelley,TT Sunday January 23rd 2022 10 AM Service,https://www.youtube.com/watch?v=hl7n2aSPBEw,2025-12-28,English,Full Sermon,
2022-01-26,Success,Daniel Evans,"TT Wednesday January 26th, 2022 7 PM Service",https://www.youtube.com/watch?v=bJUbF2yuN-s,2025-12-28,English,Full Sermon,
2022-01-30,Success,Joe Adams,"TT Sunday January 30th, 2022 10 AM Service",https://www.youtube.com/watch?v=oc5XaLkzxT0,2025-12-28,English,Full Sermon,
2022-02-02,Success,Lyle Johnson,"TT Wednesday February 2nd, 2022 7 PM Service",https://www.youtube.com/watch?v=MJz3-CjuCuc,2025-12-28,English,Full Sermon,
2022-02-03,Success,Unknown Speaker,"TT Thursday February 3rd, 2022 10 AM Memorial Service",https://www.youtube.com/watch?v=zNreRJRzLtU,2025-12-28,English,Memorial Service,
2022-02-06,No Transcript,Peter McFadden,"TT Sunday February 6th, 2022 5 PM Service",https://www.youtube.com/watch?v=QUl9f3EACoY,2025-12-29,Unknown,Full Sermon,"TT Sunday February 6th, 2022 5 PM Service"
